Date,Avoider,Type of Avoid,Avoided
2/8/19,YO,agg2,YL
2/8/19,YR,s,HC
2/9/19,BHBC2,agg1,KS
2/9/19,CC,agg3,PB
2/9/19,DO,agg3,TE
2/9/19,EA,hd2,HD
2/9/19,EY,hd2,ZP
2/9/19,EY,hd2,HS
2/9/19,EY,hd2,OI
2/9/19,EY,agg2,KT
2/9/19,EY,gr,HJ
2/9/19,FN2,agg2,WQ
2/9/19,II,sg,YU
2/9/19,IQ,sg,YU
2/9/19,JO,agg3,YU
2/9/19,"JO,YU",agg1,HC
2/9/19,MR,hd2,GL
2/9/19,MR,hd1,GL
2/9/19,OI,s,WR
2/9/19,TO,agg2,WQ
2/9/19,TO,agg2,FF
2/9/19,TUI,s,PY
2/9/19,TWTP2,s,YR
2/9/19,YE,agg2,WQ
2/9/19,YU,agg1,YN
2/11/19,CA,s,HD
2/11/19,CA,fd#39 R,HD
2/11/19,DO,agg1,YL
2/11/19,EZ,agg2,YO
2/11/19,FD,agg1,HD
2/11/19,"FD,MA",s,HD
2/11/19,IG,s,HA
2/11/19,JV,agg2,TE
2/11/19,JV,agg2,TL
2/11/19,KCKB2,fd#39 R,IR
2/11/19,MA,s,HD
2/11/19,MA,agg3,IF
2/11/19,"MA,IF",s,FD
2/11/19,ML,agg3,HA
2/11/19,MLMS2,s,TUCA2
2/11/19,PU,agg2,YE
2/11/19,QE,agg1,FF
2/11/19,QE,agg3,HD
2/11/19,TL,agg2,IG
2/11/19,TOFN2,sg,YL
2/11/19,TUCA2,s,HA
2/11/19,TWTP2,s,TE
2/11/19,TWTP2,s,DO
2/11/19,TWTP2,sg,YL
2/11/19,VO,agg1,FD
2/11/19,WO,agg2,WQ
2/11/19,WQ,agg2,YA
2/11/19,YA,agg3,WQ
2/11/19,YE,agg2,ZP
2/11/19,YR,s,WQ
2/12/19,BHBC2,agg3,LV
2/12/19,CU,agg3,SS
2/12/19,EA,agg1,DS
2/12/19,EY,s,HJ
2/12/19,GV,agg3,WQ
2/12/19,GV,s,HC
2/12/19,HC,agg2,"YN,HS"
2/12/19,HT,agg2,YV
2/12/19,IF,agg2,HD
2/12/19,IG,hd1,WQ
2/12/19,II,agg3,PB
2/12/19,JM,agg2,CC
2/12/19,JM,agg3,YA
2/12/19,JO,agg2,YE
2/12/19,MLMS2,agg1,AF
2/12/19,MV,agg2,WQ
2/12/19,NP,agg2,WC
2/12/19,NW,agg2,HC
2/12/19,PB,agg2,WQ
2/12/19,PB,agg2,II
2/12/19,PB,s,HJ
2/12/19,PG,agg2,RK
2/12/19,SS,agg1,WY
2/12/19,SS,agg3,ZI
2/12/19,SS,agg1,"WY,CU"
2/12/19,TL,hd1,YV
2/12/19,TL,agg2,YU
2/12/19,TL,hd2,YU
2/12/19,UM,fd,CC
2/12/19,VO,agg3,AN2
2/12/19,WQ,agg2,HD
2/12/19,WY,agg2,YN
2/12/19,YA,agg2,GV
2/12/19,YE,agg1,HC
2/13/19,CU,agg2,ZI
2/13/19,CU2,agg1,JM
2/13/19,DU,agg2,TU
2/13/19,DUDA2,agg2,TUCA2
2/13/19,FA,sg,FD
2/13/19,IW,agg2,RK
2/13/19,LH,agg3,CU2
2/13/19,MA,sg,FD
2/13/19,NW,agg3,YU
2/13/19,TL,agg2,I
2/13/19,TL,hd2,YU
2/13/19,TO,s,AL
2/13/19,TUCA2,s,AX
2/13/19,YR,agg2,WQ
2/13/19,ZE,agg1,"CV,VB"
2/16/19,AF,s,IY
2/16/19,AN2,agg3,RK
2/16/19,CU,fd,ZI
2/16/19,HA,s,WQ
2/16/19,IEVN,agg3,UM
2/16/19,IEVN,agg2,HS
2/16/19,QE,hd2,YN
2/16/19,RK,agg2,AN2
2/16/19,RK,agg3,AN2
2/16/19,TWTP2,agg2,DU
2/16/19,TWTP2,s,HA
2/18/19,EZ,hd2,YO
2/18/19,FD,agg1,HD
2/18/19,GV,agg2,YO
2/18/19,GV,agg1,WR
2/19/19,DU,agg1,PB
2/19/19,DZ,hd1,YV
2/19/19,EA,hd2,HD
2/19/19,FA,s,WQ
2/19/19,FF,hd1,HD
2/19/19,FF,hd2,FD
2/19/19,HA,agg2,WQ
2/19/19,II,agg3,MF
2/19/19,JO,agg1,EQ
2/19/19,LH,s,WQ
2/19/19,LW,s,WQ
2/19/19,MF,hd2,IR
2/19/19,PS,agg1,OI
2/19/19,QE,agg1,HD
2/19/19,TE,s,IF
2/19/19,TE,hd2,FD
2/19/19,TL,agg2,TO
2/19/19,TO,s,WQ
2/19/19,WR,agg3,HD
2/19/19,YO,s,HD
2/20/19,CF,fd,HT
2/20/19,EZ,agg2,HJ
2/20/19,HC,s,WQ
2/20/19,HJ,s,WQ
2/20/19,HS,agg2,WQ
2/20/19,IE,sg,PY
2/20/19,IE,sg,HL
2/20/19,IE,agg2,WQ
2/20/19,IG,sg,PY
2/20/19,LQ,s,WQ
2/20/19,MA,sg,HJ
2/20/19,MA,agg1,WQ
2/20/19,MV,sg,HJ
2/20/19,MZ,s,HC
2/20/19,NW,s,HJ
2/20/19,PY,agg2,HQ
2/20/19,TN,s,WQ
2/20/19,VD,s,WQ
2/20/19,WO,s,HC
2/21/19,BZ,agg1,KT
2/21/19,CC,agg3,TN
2/21/19,CC,hd1,IY
2/21/19,DS,agg2,TL
2/21/19,FU,agg3,PY
2/21/19,GV,agg3,YL
2/21/19,JLI,s,TN
2/21/19,LQ,sg,PY
2/21/19,"MF,IR",agg1,YL
2/21/19,ML,agg3,PY
2/21/19,OI,agg2,JO
2/21/19,PB,agg1,YO
2/21/19,PY,agg3,HL
2/21/19,PY,agg1,WQ
2/21/19,SZ,agg3,PB
2/21/19,YE,agg3,GV
2/22/19,CU,agg2,PB
2/22/19,CU2,agg3,ZE
2/22/19,DS,s,BS
2/22/19,DZ,s,BS
2/22/19,EV,s,KCKB2
2/22/19,EV,agg2,JR
2/22/19,HL,agg3,SS
2/22/19,LQ,agg3,PB
2/22/19,MF,hd1,GV
2/22/19,MZ,agg3,PB
2/22/19,PB,agg3,EZ
2/22/19,PM,agg2,WQ
2/22/19,QE,agg2,IF
2/22/19,QS,agg2,II
2/22/19,QS,agg2,HC
2/22/19,RK,agg3,DC
2/22/19,SR,agg2,PY
2/22/19,SR,agg2,HD
2/22/19,SS,agg3,PB
2/22/19,ST,agg2,HS
2/22/19,TE,c,MV
2/22/19,VB,agg1,HC
2/22/19,VI,c,WQ
2/22/19,VJ,agg2,WQ
2/22/19,ZE,agg2,CU
2/23/19,AF,agg2,HT
2/23/19,AF,hd2,ST
2/23/19,DO,agg2,PB
2/23/19,DU,hd1,ZP
2/23/19,EV,agg3,QE
2/23/19,EV,sg,CC
2/23/19,EX,agg3,QI
2/23/19,FU,agg3,TUCA2
2/23/19,GV,s,IR
2/23/19,HT,fg2,ST
2/23/19,II,sg,PY
2/23/19,IQ,sg,PY
2/23/19,IQ,s,FD
2/23/19,JLI,s,IE
2/23/19,JM,agg2,EQ
2/23/19,LQ,agg3,TN
2/23/19,MZ,hd2,HC
2/23/19,RD,agg3,QI
2/23/19,SR,hd2,HD
2/23/19,SR,s,HD
2/23/19,TE,s,OI
2/23/19,TU,agg1,LQ
2/23/19,TUCA2,s,HL
2/25/19,DG,agg1,WQ
2/25/19,DZ,s,WQ
2/25/19,DZ,agg1,HA
2/25/19,EA,agg2,IQ
2/25/19,EV,agg2,II
2/25/19,EV,agg2,CC
2/25/19,EZ,s,GL
2/25/19,FA,s,"YN,EY"
2/25/19,GL,agg1,OI
2/25/19,HS,agg1,YU
2/25/19,HSI,agg2,YU
2/25/19,LQ,agg2,IF
2/25/19,LQ,s,HA
2/25/19,LV,s,SR
2/25/19,LW,agg2,PB
2/25/19,MA,s,"YN,EY"
2/25/19,PS,agg2,CC
2/25/19,SZ,s,WR
2/25/19,TE,s,HA
2/25/19,TE,hd2,GL
2/25/19,TE,hd1,OI
2/25/19,TOFN2,agg2,YU
2/25/19,WR,agg2,WQ
2/25/19,WY,agg3,YU
2/25/19,ZI,agg2,EZ
2/26/19,AF,hd1,ST
2/26/19,EV,hd2,HD
2/26/19,IF,agg1,HD
2/26/19,IG,hd1,OI
2/26/19,MA,agg1,WQ
2/26/19,PU,agg2,OI
2/26/19,SR,hd2,HD
2/26/19,TE,hd2,JO
2/26/19,TL,s,WQ
2/26/19,TL,hd1,YV
2/27/19,BX,sg,IG
2/27/19,CC,agg2,IG
2/27/19,FD,agg2,GV
2/27/19,FF,agg2,IG
2/27/19,GV,agg1,YA
2/27/19,HS,agg1,OI
2/27/19,IG,c,YR
2/27/19,JM,agg2,WQ
2/27/19,KC,c,IG
2/27/19,LV,agg3,TT
2/27/19,LW,agg2,TO
2/27/19,MF,hd2,HS
2/27/19,PA,agg2,WQ
2/27/19,QE,agg2,IG
2/27/19,TT,agg3,KQ
2/27/19,TT,hd1,YO
2/27/19,TU,agg1,IQ
2/27/19,TU,agg3,IG
3/1/19,BS,agg2,PA
3/1/19,BS,sg,YV
3/1/19,DS,s,MV
3/1/19,DS,sg,YV
3/1/19,DU,hd2,HC
3/1/19,EA,agg3,VB
3/1/19,EA,hd1,HT
3/1/19,FF,agg2,YV
3/1/19,FF,agg2,PA
3/1/19,HD,agg2,YR
3/1/19,HLI,sg,WO
3/1/19,HS,agg1,WQ
3/1/19,JLJF2,s,OI
3/1/19,JO,agg2,OI
3/1/19,MA,agg2,BS
3/1/19,QE,agg2,HD
3/1/19,TUCA2,agg1,OI
3/1/19,WR,agg2,YA
3/1/19,YN,agg3,YR
3/1/19,YR,agg1,OI
3/1/19,YU,s,YO
3/1/19,YV,sg,BS
3/2/19,DO,agg3,TL
3/2/19,FD,agg3,WR
3/2/19,FG,agg2,RK
3/2/19,GV,agg3,YA
3/2/19,IG,agg2,GL
3/2/19,JP2,agg2,PU
3/2/19,JP2,agg3,FA
3/2/19,JP2,agg2,LQ
3/2/19,LQ,agg2,RK
3/2/19,TO,s,GL
3/2/19,TOFN2,s,VD
3/2/19,WQ,agg1,YU
3/2/19,WR,agg3,FD
3/2/19,YU,agg2,YN
3/4/19,AX,hd2,FD
3/4/19,AX,s,CA
3/4/19,CC,hd2,YU
3/4/19,IG,s,CA
3/4/19,JE2,s,IQ
3/4/19,KCKB2,sg,AF
3/4/19,MLMS2,sg,AF
3/4/19,MLMS2,sg,AL
3/4/19,MV,sg,AL
3/4/19,MV,agg3,YR
3/4/19,YN,agg2,WC
3/6/19,BS,s,YV
3/6/19,CR,agg2,YU
3/6/19,HC,agg1,YN
3/6/19,HLPC2,fg1,AF
3/6/19,IF,agg2,IG
3/6/19,MF,agg2,TU
3/6/19,MLMS2,s,YN
3/6/19,MRMV2,"fd 45,dsp",TOFN2
3/6/19,NW,"fd 45,dsp",OI
3/6/19,PY,hd1,ZP
3/6/19,TL,agg1,TI
3/6/19,TL,hd2,YV
3/6/19,TOFN2,s,YV
3/6/19,WC,agg1,YN
3/6/19,WR,agg2,HC
3/6/19,YN,agg1,HC
3/6/19,YO,agg3,YU
3/7/19,AF,agg2,HS
3/7/19,AF,agg1,"HJ,HS"
3/7/19,AF,agg1,HD
3/7/19,AL2,agg1,AF
3/7/19,AX,agg2,FD
3/7/19,BH,agg1,TL
3/7/19,CC,agg2,YV
3/7/19,CE,agg1,"PU,YA,YU"
3/7/19,CF,agg3,SS
3/7/19,DU,hd2,ZP
3/7/19,FF,hd2,HD
3/7/19,GL,agg1,YR
3/7/19,"GL,KTKL2",agg1,YR
3/7/19,HA,hd1,CE
3/7/19,IQ,agg2,YU
3/7/19,JLI,s,FF
3/7/19,JLI,s,AL
3/7/19,JO,agg1,YR
3/7/19,KTKL2,agg2,YU
3/7/19,KTKL2,hd2,GL
3/7/19,LQ,agg2,CF
3/7/19,LV,agg3,MZ
3/7/19,LW,s,VB
3/7/19,MLMS2,s,AL
3/7/19,PY,hd1,ZP
3/7/19,QS,agg3,IY
3/7/19,TL,agg2,TO
3/7/19,TL,hd2,YV
3/7/19,TOFN2,s,YU
3/7/19,WC,agg2,EQ
3/7/19,WY,s,YR
3/7/19,YO,agg3,WQ
3/7/19,YO,agg1,"WQ,JO"
3/7/19,YR,agg3,HD
3/7/19,YR,agg2,HD
3/7/19,YU,agg1,WQ
3/8/19,AF,agg2,HT
3/8/19,CA,s,YV
3/8/19,DA2,s,WY
3/8/19,DC,agg2,YV
3/8/19,DC,agg2,FD
3/8/19,DU,agg3,WY
3/8/19,EV,s,ST
3/8/19,FF,hd2,HD
3/8/19,IE,s,PA
3/8/19,JM,agg3,HJ
3/8/19,KC,agg2,OI
3/8/19,LQ,sg,IG
3/8/19,PY,hd2,ZP
3/8/19,SS,agg3,KQ
3/8/19,TWTP2,s,YV
3/8/19,UB,fg1,YR
3/8/19,WY,agg1,HC
3/8/19,YA,agg1,WQ
3/8/19,YE,s,WQ
3/9/19,DO,agg3,DC
3/9/19,DO,agg2,MLMS2
3/9/19,DO,agg1,DS2
3/9/19,DO,agg1,ML
3/9/19,DS2,agg1,DO
3/9/19,DS2,agg1,"MLMS2,DO"
3/9/19,GV,agg2,ST
3/9/19,II,agg2,ZI
3/9/19,JR,s,HC
3/9/19,LQ,agg3,DC
3/9/19,MRI,s,HC
3/9/19,MRI,agg2,YU
3/9/19,QB,fg1,YU
3/9/19,SR,agg1,IF
3/9/19,WY,agg3,HC
3/9/19,WY,agg1,HC
3/9/19,YE,agg1,ST
3/9/19,ZI,agg2,FD
3/11/19,CA,s,FD
3/11/19,DS,fd,AL
3/11/19,EV,hd1,YA
3/11/19,EY,agg2,IG
3/11/19,FF,s,GV
3/11/19,FF,sg,KCI
3/11/19,HT,s,YV
3/11/19,HT,agg1,YV
3/11/19,IE,s,WQ
3/11/19,II,agg2,JM
3/11/19,II,agg2,"JM,TL"
3/11/19,JO,fd,HC
3/11/19,KS,agg2,HT
3/11/19,KT,s,GV
3/11/19,TE,hd2,OI
3/11/19,TL,agg2,"FD,CA"
3/11/19,TL,agg3,YU
3/11/19,TL,s,GV
3/11/19,TOFN2,s,HC
3/11/19,TT,agg2,GV
3/11/19,TW,agg1,VI
3/11/19,TWTP2,s,PY
3/11/19,TWTP2,s,KC
3/11/19,VI,agg1,HL
3/11/19,VO,agg2,YU
3/11/19,YO,s,YV
3/12/19,BH,s,YV
3/12/19,CE,s,YU
3/12/19,DS2,agg2,TW2
3/12/19,EV,hd2,ST
3/12/19,FF,s,AX
3/12/19,HJ,agg1,ZP
3/12/19,IG,s,HL
3/12/19,JLI,s,KC
3/12/19,KQ,agg2,HT
3/12/19,MA,s,YV
3/12/19,MRI,s,KC
3/12/19,PY,hd1,ZP
3/12/19,TL,agg1,KT
3/12/19,TT,agg1,CC
3/12/19,TUCA2,s,KC
3/12/19,UI,agg3,WQ
3/12/19,WR,agg1,WQ
3/12/19,ZI,agg2,WQ
3/15/19,LQ,agg2,IQ
3/15/19,PQ,agg2,IQ
3/15/19,TO,agg3,IQ
3/16/19,CF,agg2,EY
3/16/19,EY,sg,HA
3/16/19,IG,agg2,PY
3/16/19,IY,agg2,WQ
3/16/19,JLJF2,sg,MA
3/16/19,MZ,hd2,HC
3/16/19,PU,s,WQ
3/16/19,TT,sg,MA
3/16/19,VB,agg2,WQ
3/18/19,BQ,agg3,KT
3/18/19,DO,agg2,IR
3/18/19,DU,agg3,HD
3/18/19,FA,agg3,ZE
3/18/19,IG,agg2,BS
3/18/19,IR,agg2,PU
3/18/19,IY,agg2,ZP
3/18/19,JM,agg1,HJ
3/18/19,KJ,agg3,KT
3/18/19,KT,agg3,HT
3/18/19,KT,sg,VI
3/18/19,KT,agg3,BS
3/18/19,LQ,sg,FU
3/18/19,MV,c,MZ
3/18/19,MV,agg1,BS
3/18/19,TO,agg3,AF
3/18/19,TT,hd1,HT
3/18/19,TUCA2,s,YL
3/18/19,TUCA2,s,KTKL2
3/18/19,VO,s,KQ
3/18/19,ZE,agg2,FA
3/20/19,AN2,agg3,PY
3/20/19,CF,agg2,ZE
3/20/19,EX,s,SS
3/20/19,EY,s,SS
3/20/19,EZ,agg2,IY
3/20/19,EZ,agg3,YO
3/20/19,IY,agg3,PA
3/20/19,IY,mob,NMU
3/20/19,IY,agg1,EQ
3/20/19,JL,agg2,YA
3/20/19,MF,agg2,VB
3/20/19,ML,agg3,QS
3/20/19,MLMS2,c,YU
3/20/19,SS,sg,JM
3/20/19,TL,agg2,YV
3/20/19,TO,s,PY
3/20/19,TUCA2,s,YU
3/20/19,YA,agg2,YR
3/20/19,YU,s,ZP
3/22/19,AF,agg3,IQ
3/22/19,AF,hd2,FD
3/22/19,CA,agg1,EQ
3/22/19,CC,hd2,FD
3/22/19,EV,sg,AF
3/22/19,IR,agg2,YV
3/22/19,PB,agg3,CA
3/22/19,PY,hd2,WQ
3/22/19,TL,hd2,YV
3/22/19,TUCA2,agg1,CA
3/22/19,UB,agg3,CA
3/22/19,VM,sg,IA2
3/22/19,YV,agg2,YR
3/23/19,FG,agg3,LT
3/23/19,FU,agg3,IQ
3/23/19,IE,agg3,ZI
3/23/19,IR,agg1,GV
3/23/19,IY,fd,YN
3/23/19,KCKB2,agg2,SR
3/23/19,MF,agg2,TWTP2
3/23/19,MF,agg1,JM
3/23/19,MV,s,WR
3/23/19,PM,agg1,YN
3/23/19,TWTP2,agg1,GV
3/23/19,WO,s,HD
3/23/19,YN,aggI,HC
3/23/19,ZI,agg2,HS
3/25/19,CC,agg1,QE
3/25/19,CR,sg,MV
3/25/19,CU,c,ZP
3/25/19,DG,agg3,HD
3/25/19,DO,agg3,PY
3/25/19,EZ,agg2,IY
3/25/19,GV,agg1,HD
3/25/19,GV,s,HD
3/25/19,GV,agg1,YA
3/25/19,HA,agg2,IY
3/25/19,HD,agg2,"YN,DG"
3/25/19,IE,agg2,IY
3/25/19,IF,agg2,VB
3/25/19,IR,agg1,YA
3/25/19,IR,agg2,YA
3/25/19,JE2,agg3,CA
3/25/19,KB2,s,YA
3/25/19,KCKB2,agg1,YA
3/25/19,PF,c,CU
3/25/19,SR,hd2,HD
3/25/19,TE,agg3,TO
3/25/19,TE,agg1,"FG,FU"
3/25/19,TU,sg,MV
3/25/19,TUCA2,s,FF
3/25/19,WC,s,IY
3/25/19,YA,agg3,"GV,IR"
3/26/19,AL,s,AF
3/26/19,BH,s,OI
3/26/19,BS,agg1,GL
3/26/19,CF,agg2,LQ
3/26/19,DO,agg3,BS
3/26/19,EQ,agg1,HC
3/26/19,FU,sg,HJ
3/26/19,GV,agg3,YA
3/26/19,GV,agg1,IR
3/26/19,IR,agg1,YA
3/26/19,KT,s,IG
3/26/19,LQ,s,HL
3/26/19,LQ,s,HA
3/26/19,LV,agg2,FU
3/26/19,MLMS2,s,HA
3/26/19,MZ,agg2,TO
3/26/19,SS,agg2,VB
3/26/19,TL,s,YV
3/26/19,TO,s,KC
3/26/19,TW,s,BS
3/26/19,YO,s,ZP
3/26/19,YU,agg1,HD
3/27/19,AXI,hd2,HT
3/27/19,BHBC2,agg1,IF
3/27/19,EZ,agg1,WR
3/27/19,FF,hd1,YU
3/27/19,FG,agg1,FA
3/27/19,FG,agg1,VI
3/27/19,FU,agg1,VI
3/27/19,IF,agg2,YU
3/27/19,JM,agg2,EZ
3/27/19,JM,agg2,WR
3/27/19,MF,s,PU
3/27/19,WQ,agg2,OI
3/27/19,WR,agg2,HT
3/30/19,CC,fg1,YV
3/30/19,CC,agg2,YV
3/30/19,CE,agg3,WR
3/30/19,CE,agg2,HD
3/30/19,MA,agg3,CE
3/30/19,MA,agg2,CE
3/30/19,NW,agg1,HS
3/30/19,PQ,s,YV
3/30/19,PS,agg3,VB
3/30/19,PS,agg2,QS
3/30/19,SR,hd2,YV
3/30/19,SR,hd1,WR
3/30/19,TL,fg1,HJ
3/30/19,TL,hd2,YV
3/30/19,UM,agg2,VB
3/30/19,VB,agg1,CA
4/1/19,CU,s,WO
4/1/19,EA,hd2,HT
4/1/19,JLJP2,s,HA
4/1/19,KL2,sg,CF
4/1/19,PU,agg3,HD
4/1/19,TE,hd2,OI
4/1/19,TL,hd2,YV
4/1/19,YO,agg1,HD
4/2/19,CC,agg2,DC
4/2/19,DC,agg2,"MLMS2,JE2"
4/2/19,DU,s,OI
4/2/19,EA,hd2,HT
4/2/19,EQ,s,HD
4/2/19,EY,s,PY
4/2/19,EZ,agg3,WQ
4/2/19,EZ,agg2,WQ
4/2/19,HLPC2,hd1,HS
4/2/19,IE,hd2,WY
4/2/19,IY,agg1,HD
4/2/19,JE2,agg3,DC
4/2/19,JLJF2,agg3,KQ
4/2/19,KQ,agg3,WR
4/2/19,KS,agg2,DC
4/2/19,LQ,agg2,PY
4/2/19,LV,s,YU
4/2/19,LV,agg1,JLJF2
4/2/19,LW,agg2,PS
4/2/19,MLMS2,agg3,TUCA2
4/2/19,MLMS2,agg3,DC
4/2/19,MLMS2,agg2,DC
4/2/19,MLMS2,s,HA
4/2/19,MRMV2,s,IY
4/2/19,MZ,s,HA
4/2/19,MZ,hd2,WY
4/2/19,PM,agg3,UM
4/2/19,PQ,agg2,PY
4/2/19,PY,agg3,PB
4/2/19,SR,agg2,BS
4/2/19,SS,agg2,DC
4/2/19,TT,s,HA
4/2/19,UM,agg3,HS
4/2/19,VI,agg2,IE
4/2/19,VO,agg2,PB
4/2/19,YO,agg2,IR
4/2/19,YO,agg2,WQ
4/2/19,YO,agg1,YU
4/2/19,YR,s,WC
4/3/19,AN2,agg1,"EX,PM"
4/3/19,AXAL2,agg1,UM
4/3/19,AXI,s,HA
4/3/19,BS,agg1,WQ
4/3/19,CW,agg2,FD
4/3/19,DC,agg2,VB
4/3/19,DZ,s,TU
4/3/19,FD,agg3,YN
4/3/19,HA,s,WC
4/3/19,HT,agg3,HD
4/3/19,IF,s,WQ
4/3/19,KCKB2,s,HA
4/3/19,KQ,agg3,ZI
4/3/19,KT,s,HL
4/3/19,MLMS2,s,HA
4/3/19,NW,s,HS
4/3/19,PU,s,YU
4/3/19,PY,agg2,VB
4/3/19,PZ,s,PS
4/3/19,TL,hd2,YV
4/3/19,TL,agg3,YV
4/3/19,TT,hd1,HT
4/3/19,VB,agg2,WQ
4/3/19,YE,agg1,HD
4/3/19,YO,agg1,YN
4/3/19,YV,agg2,WQ
4/3/19,ZI,s,HD
4/4/19,AXI,s,WQ
4/4/19,AXI,s,IQ
4/4/19,BHBC2,fg1,TL
4/4/19,BQ,agg2,UM
4/4/19,BX,agg3,JO
4/4/19,CA,agg2,PB
4/4/19,CA,agg2,HC
4/4/19,CA,agg2,IQ
4/4/19,CA,agg3,YO
4/4/19,CE,s,YV
4/4/19,DC,s,ZP
4/4/19,DU,s,ZP
4/4/19,DU,hd1,ZP
4/4/19,DU,agg2,WY
4/4/19,DU,s,OI
4/4/19,DZ,s,OI
4/4/19,EV,hd2,ZP
4/4/19,FF,hd2,HD
4/4/19,FN2,s,WQ
4/4/19,IQ,s,PY
4/4/19,KTKL2,agg1,YV
4/4/19,LW,agg2,VB
4/4/19,MLMS2,agg3,WQ
4/4/19,NW,agg3,WQ
4/4/19,PB,agg3,CA
4/4/19,PQ,agg3,KTKL2
4/4/19,PQ,agg1,UM
4/4/19,PY,hd2,ZP
4/4/19,QEQT,s,HD
4/4/19,SS,agg2,VB
4/4/19,TE,hd2,OI
4/4/19,TL,hd2,YV
4/4/19,TL,hd1,YV
4/4/19,TO,s,WQ
4/4/19,UM,agg1,CE
4/4/19,VO,agg2,CA
4/4/19,WQ,agg2,WR
4/4/19,WRMS2,agg1,YR
4/4/19,YN,agg2,HS
4/4/19,YV,agg2,WQ
4/5/19,BHBC2,s,HA
4/5/19,BS,agg2,HD
4/5/19,DC,agg2,PF
4/5/19,FG,agg3,PB
4/5/19,HA,hd2,WQ
4/5/19,IF,agg3,PY
4/5/19,IG,agg2,ZI
4/5/19,II,agg3,DC
4/5/19,II,s,GV
4/5/19,KTKL2,s,JQ
4/5/19,MF,s,HC
4/5/19,MF,hd2,IR
4/5/19,MV,agg2,SR
4/5/19,MZ,fd,YA
4/5/19,NW,agg2,WQ
4/5/19,PF,agg3,DC
4/5/19,RK,agg1,WQ
4/5/19,TL,agg3,YV
4/5/19,TOFN2,agg3,VM
4/5/19,TOFN2,agg2,VM
4/6/19,AF,agg1,CA
4/6/19,BHBC2,s,IQ
4/6/19,BZ,agg1,HT
4/6/19,CE,agg1,YV
4/6/19,DL2,agg2,TL
4/6/19,DU,agg2,KS
4/6/19,HA,hd2,WQ
4/6/19,HJ,s,WQ
4/6/19,HT,agg1,YV
4/6/19,II,agg2,VB
4/6/19,II,agg2,ZI
4/6/19,II,agg2,HA
4/6/19,IQ,sg,YV
4/6/19,ML,fd,IQ
4/6/19,MR,agg2,AL
4/6/19,MV,agg3,PB
4/6/19,MW,agg3,KCKB2
4/6/19,MZ,hd2,CE
4/6/19,PF,agg2,CQ
4/6/19,PM,agg2,EZ
4/6/19,TE,hd1,OI
4/6/19,TL,agg1,HT
4/6/19,TOFN2,agg2,HA
4/6/19,TT,agg2,YV
4/6/19,TT,agg3,BZ
4/6/19,TT,agg1,SR
4/6/19,TU,fd,AX
4/6/19,YV,agg1,JO
4/6/19,ZI,s,YV
4/8/19,BH,sg,YU
4/8/19,CC,agg1,PY
4/8/19,CR,agg3,PY
4/8/19,DO,agg2,PY
4/8/19,DS2,agg3,ML
4/8/19,DU,agg3,IG
4/8/19,DU,agg3,HS
4/8/19,DZ,hd1,HC
4/8/19,EA,s,YV
4/8/19,EV,hd2,GL
4/8/19,FG,agg2,EV
4/8/19,FG,agg2,PM
4/8/19,HA,hd2,WQ
4/8/19,HS,s,HC
4/8/19,IA2,agg3,IF
4/8/19,IE,agg2,WR
4/8/19,II,agg2,AL
4/8/19,JMI,agg1,TL
4/8/19,JR,agg3,HA
4/8/19,JR,agg2,IE
4/8/19,JR,agg2,PY
4/8/19,JR,agg2,PB
4/8/19,KC,agg3,PY
4/8/19,KQ,agg3,WQ
4/8/19,KT,sg,YU
4/8/19,KTKL2,agg3,CF
4/8/19,LV,agg2,EV
4/8/19,ML,agg3,VM
4/8/19,ML,s,FD
4/8/19,MZ,agg2,PY
4/8/19,MZ,s,IG
4/8/19,PB,agg2,HD
4/8/19,PM,agg2,CU
4/8/19,PY,agg2,HL
4/8/19,QI,agg2,YO
4/8/19,SR,hd1,HD
4/8/19,SR,agg2,IF
4/8/19,SS,agg1,CA
4/8/19,SS,agg2,CA
4/8/19,TL,hd2,YV
4/8/19,TL,hd2,HT
4/8/19,TW,agg2,YU
4/8/19,VO,agg3,QI
4/8/19,"WR,TE",agg1,OI
4/8/19,ZP,s,WQ
4/9/19,AF,agg2,HC
4/9/19,AXAU2,agg3,GV
4/9/19,AXI,agg3,GV
4/9/19,BH,s,TL
4/9/19,CA,agg2,GV
4/9/19,CO2,agg3,MV
4/9/19,CQ,agg3,SR
4/9/19,CR,sg,AL
4/9/19,CW,agg1,WO
4/9/19,DG,agg2,GV
4/9/19,DG,agg1,GV
4/9/19,DU,s,IG
4/9/19,DUDA2,agg3,IQ
4/9/19,FG,agg3,IE
4/9/19,FU,agg2,EV
4/9/19,GV,agg3,WQ
4/9/19,GV,agg1,WG
4/9/19,HJ,s,WQ
4/9/19,II,agg2,PY
4/9/19,II,agg2,PB
4/9/19,JMI,s,YU
4/9/19,JMI,agg2,HA
4/9/19,JMI,s,HA
4/9/19,KCKB2,agg1,HA
4/9/19,LV,agg2,VB
4/9/19,MZ,s,YN
4/9/19,QB,agg1,JMJG2
4/9/19,QB,agg1,FD
4/9/19,SR,agg2,SR
4/9/19,SR,agg1,IF
4/9/19,SR,agg3,CA
4/9/19,SZ,s,OI
4/9/19,TE,s,OI
4/9/19,TL,agg3,YV
4/9/19,TL,hd2,YV
4/9/19,TOFN2,agg1,GV
4/9/19,TT,agg2,GV
